District,year,degree,z-score_cutoff
GALLE,2021,HUMAN RESOURCE DEVELOPMENT .1 Uva Wellassa University of Sri Lanka,1.5315
MATARA,2021,HUMAN RESOURCE DEVELOPMENT .1 Uva Wellassa University of Sri Lanka,1.5698
HAMBANTOTA,2021,HUMAN RESOURCE DEVELOPMENT .1 Uva Wellassa University of Sri Lanka,1.5344
JAFFNA,2021,HUMAN RESOURCE DEVELOPMENT .1 Uva Wellassa University of Sri Lanka,1.2348
KILINOCHCHI,2021,HUMAN RESOURCE DEVELOPMENT .1 Uva Wellassa University of Sri Lanka,1.4893
MANNAR,2021,HUMAN RESOURCE DEVELOPMENT .1 Uva Wellassa University of Sri Lanka,1.5817
MULLAITIVU,2021,HUMAN RESOURCE DEVELOPMENT .1 Uva Wellassa University of Sri Lanka,1.5993
VAVUNIYA,2021,HUMAN RESOURCE DEVELOPMENT .1 Uva Wellassa University of Sri Lanka,1.4444
TRINCOMALEE,2021,HUMAN RESOURCE DEVELOPMENT .1 Uva Wellassa University of Sri Lanka,1.7309
BATTICALOA,2021,HUMAN RESOURCE DEVELOPMENT .1 Uva Wellassa University of Sri Lanka,1.678
AMPARA,2021,HUMAN RESOURCE DEVELOPMENT .1 Uva Wellassa University of Sri Lanka,1.7149
PUTTALAM,2021,HUMAN RESOURCE DEVELOPMENT .1 Uva Wellassa University of Sri Lanka,1.6982
KURUNEGALA,2021,HUMAN RESOURCE DEVELOPMENT .1 Uva Wellassa University of Sri Lanka,1.5879
ANURADHAPURA,2021,HUMAN RESOURCE DEVELOPMENT .1 Uva Wellassa University of Sri Lanka,1.6773
POLONNARUWA,2021,HUMAN RESOURCE DEVELOPMENT .1 Uva Wellassa University of Sri Lanka,1.5371
BADULLA,2021,HUMAN RESOURCE DEVELOPMENT .1 Uva Wellassa University of Sri Lanka,1.6982
MONARAGALA,2021,HUMAN RESOURCE DEVELOPMENT .1 Uva Wellassa University of Sri Lanka,1.7016
KEGALLE,2021,HUMAN RESOURCE DEVELOPMENT .1 Uva Wellassa University of Sri Lanka,1.6495
RATNAPURA,2021,HUMAN RESOURCE DEVELOPMENT .1 Uva Wellassa University of Sri Lanka,1.6722
COLOMBO,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
GAMPAHA,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
KALUTARA,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
MATALE,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
KANDY,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
NUWARA ELIYA,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
GALLE,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
MATARA,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
HAMBANTOTA,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
JAFFNA,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
KILINOCHCHI,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
MANNAR,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
MULLAITIVU,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
VAVUNIYA,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
TRINCOMALEE,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
BATTICALOA,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
AMPARA,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
PUTTALAM,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
KURUNEGALA,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
ANURADHAPURA,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
POLONNARUWA,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
BADULLA,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
MONARAGALA,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
KEGALLE,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
RATNAPURA,2021,COMMUNICATION STUDIES  .1 Eastern University -Trincomalee Campus,1.3079
COLOMBO,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.8325
GAMPAHA,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.8312
KALUTARA,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.8408
MATALE,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.9011
KANDY,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.8287
NUWARA ELIYA,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.6899
GALLE,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.6776
MATARA,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.6881
HAMBANTOTA,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.831
JAFFNA,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.3571
KILINOCHCHI,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.0445
MANNAR,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.2643
MULLAITIVU,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.5505
VAVUNIYA,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.5312
TRINCOMALEE,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.4849
BATTICALOA,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.6409
AMPARA,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.5534
PUTTALAM,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.7885
KURUNEGALA,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.8098
ANURADHAPURA,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.9095
POLONNARUWA,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.831
BADULLA,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.8227
MONARAGALA,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.7768
KEGALLE,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.8728
RATNAPURA,2021,FINANCIAL ECONOMICS .1 University of Sri Jayewardenepura,1.8352
COLOMBO,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.4649
GAMPAHA,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.5509
KALUTARA,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.4936
MATALE,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.3351
KANDY,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.5982
NUWARA ELIYA,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.5818
GALLE,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.4356
MATARA,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.6276
HAMBANTOTA,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.4122
JAFFNA,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.2079
KILINOCHCHI,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.1189
MANNAR,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.1337
MULLAITIVU,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.2635
VAVUNIYA,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.475
TRINCOMALEE,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.3805
BATTICALOA,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.2439
AMPARA,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.3516
PUTTALAM,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.3951
KURUNEGALA,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.4929
ANURADHAPURA,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.5778
POLONNARUWA,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.3817
BADULLA,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.4884
MONARAGALA,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.4582
KEGALLE,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.5134
RATNAPURA,2021,CREATIVE MUSIC TECHNOLOGY & PRODUCTION .1 University of Sri Jayewardenepura,1.566
COLOMBO,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
GAMPAHA,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
KALUTARA,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
MATALE,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
KANDY,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
NUWARA ELIYA,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
GALLE,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
MATARA,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
HAMBANTOTA,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
JAFFNA,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
KILINOCHCHI,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
MANNAR,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
MULLAITIVU,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
VAVUNIYA,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
TRINCOMALEE,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
BATTICALOA,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
AMPARA,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
PUTTALAM,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
KURUNEGALA,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
ANURADHAPURA,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
POLONNARUWA,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
BADULLA,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
MONARAGALA,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
KEGALLE,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
RATNAPURA,2021,PEACE & CONFLICT RESOLUTION  .1 University of Kelaniya,1.7847
COLOMBO,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
GAMPAHA,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
KALUTARA,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
MATALE,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
KANDY,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
NUWARA ELIYA,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
GALLE,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
MATARA,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
HAMBANTOTA,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
JAFFNA,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
KILINOCHCHI,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
MANNAR,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
MULLAITIVU,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
VAVUNIYA,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
TRINCOMALEE,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
BATTICALOA,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
AMPARA,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
PUTTALAM,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
KURUNEGALA,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
ANURADHAPURA,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
POLONNARUWA,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
BADULLA,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
MONARAGALA,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
KEGALLE,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
RATNAPURA,2021,ISLAMIC STUDIES   .1 South Eastern University of Sri Lanka,1.1006
COLOMBO,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
GAMPAHA,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
KALUTARA,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
MATALE,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
KANDY,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
NUWARA ELIYA,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
GALLE,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
MATARA,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
HAMBANTOTA,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
JAFFNA,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
KILINOCHCHI,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
MANNAR,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
MULLAITIVU,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
VAVUNIYA,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
TRINCOMALEE,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
BATTICALOA,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
AMPARA,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
PUTTALAM,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
KURUNEGALA,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
ANURADHAPURA,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
POLONNARUWA,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
BADULLA,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
MONARAGALA,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
KEGALLE,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
RATNAPURA,2021,ARABIC  LANGUAGE  .1 South Eastern University of Sri Lanka,0.7293
COLOMBO,2021,ARCHITECTURE  .1 University of Moratuwa,1.1038
GAMPAHA,2021,ARCHITECTURE  .1 University of Moratuwa,1.113
KALUTARA,2021,ARCHITECTURE  .1 University of Moratuwa,0.8914
MATALE,2021,ARCHITECTURE  .1 University of Moratuwa,1.1105
KANDY,2021,ARCHITECTURE  .1 University of Moratuwa,1.0915
NUWARA ELIYA,2021,ARCHITECTURE  .1 University of Moratuwa,0.4934
GALLE,2021,ARCHITECTURE  .1 University of Moratuwa,1.0708
MATARA,2021,ARCHITECTURE  .1 University of Moratuwa,1.0556
HAMBANTOTA,2021,ARCHITECTURE  .1 University of Moratuwa,-0.232
JAFFNA,2021,ARCHITECTURE  .1 University of Moratuwa,1.1571
KILINOCHCHI,2021,ARCHITECTURE  .1 University of Moratuwa,NQC
MANNAR,2021,ARCHITECTURE  .1 University of Moratuwa,NQC
MULLAITIVU,2021,ARCHITECTURE  .1 University of Moratuwa,NQC
VAVUNIYA,2021,ARCHITECTURE  .1 University of Moratuwa,0.6541
TRINCOMALEE,2021,ARCHITECTURE  .1 University of Moratuwa,0.5665
BATTICALOA,2021,ARCHITECTURE  .1 University of Moratuwa,0.7215
AMPARA,2021,ARCHITECTURE  .1 University of Moratuwa,1.2616
PUTTALAM,2021,ARCHITECTURE  .1 University of Moratuwa,0.6892
KURUNEGALA,2021,ARCHITECTURE  .1 University of Moratuwa,1.2155
ANURADHAPURA,2021,ARCHITECTURE  .1 University of Moratuwa,1.1687
POLONNARUWA,2021,ARCHITECTURE  .1 University of Moratuwa,NQC
BADULLA,2021,ARCHITECTURE  .1 University of Moratuwa,1.1636
MONARAGALA,2021,ARCHITECTURE  .1 University of Moratuwa,1.0094
KEGALLE,2021,ARCHITECTURE  .1 University of Moratuwa,1.1283
RATNAPURA,2021,ARCHITECTURE  .1 University of Moratuwa,0.8847
COLOMBO,2021,DESIGN  .1 University of Moratuwa,1.141
GAMPAHA,2021,DESIGN  .1 University of Moratuwa,1.0638
KALUTARA,2021,DESIGN  .1 University of Moratuwa,0.4643
MATALE,2021,DESIGN  .1 University of Moratuwa,1.0894
KANDY,2021,DESIGN  .1 University of Moratuwa,1.0782
NUWARA ELIYA,2021,DESIGN  .1 University of Moratuwa,0.7753
GALLE,2021,DESIGN  .1 University of Moratuwa,1.1659
MATARA,2021,DESIGN  .1 University of Moratuwa,1.155
HAMBANTOTA,2021,DESIGN  .1 University of Moratuwa,0.2437
JAFFNA,2021,DESIGN  .1 University of Moratuwa,NQC
KILINOCHCHI,2021,DESIGN  .1 University of Moratuwa,NQC
MANNAR,2021,DESIGN  .1 University of Moratuwa,NQC
MULLAITIVU,2021,DESIGN  .1 University of Moratuwa,NQC
VAVUNIYA,2021,DESIGN  .1 University of Moratuwa,NQC
TRINCOMALEE,2021,DESIGN  .1 University of Moratuwa,NQC
BATTICALOA,2021,DESIGN  .1 University of Moratuwa,1.1262
AMPARA,2021,DESIGN  .1 University of Moratuwa,1.1197
PUTTALAM,2021,DESIGN  .1 University of Moratuwa,0.4946
KURUNEGALA,2021,DESIGN  .1 University of Moratuwa,0.8752
ANURADHAPURA,2021,DESIGN  .1 University of Moratuwa,1.2168
POLONNARUWA,2021,DESIGN  .1 University of Moratuwa,NQC
BADULLA,2021,DESIGN  .1 University of Moratuwa,1.0196
MONARAGALA,2021,DESIGN  .1 University of Moratuwa,NQC
KEGALLE,2021,DESIGN  .1 University of Moratuwa,0.8572
RATNAPURA,2021,DESIGN  .1 University of Moratuwa,0.4466
COLOMBO,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,0.6373
GAMPAHA,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,0.5867
KALUTARA,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,0.6869
MATALE,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,0.2802
KANDY,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,0.5754
NUWARA ELIYA,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,0.0912
GALLE,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,0.7884
MATARA,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,0.6703
HAMBANTOTA,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,0.3916
JAFFNA,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,0.7483
KILINOCHCHI,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,NQC
MANNAR,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,NQC
MULLAITIVU,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,NQC
VAVUNIYA,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,NQC
TRINCOMALEE,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,-0.242
BATTICALOA,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,0.5397
AMPARA,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,0.2712
PUTTALAM,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,-0.3795
KURUNEGALA,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,0.6513
ANURADHAPURA,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,0.1867
POLONNARUWA,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,1.688
BADULLA,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,0.7467
MONARAGALA,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,NQC
KEGALLE,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,0.7541
RATNAPURA,2021,LANDSCAPE ARCHITECTURE  .1 University of Moratuwa,0.0842
COLOMBO,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,1.2285
GAMPAHA,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,1.1551
KALUTARA,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,1.1924
MATALE,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,1.2424
KANDY,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,1.1154
NUWARA ELIYA,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,0.9478
GALLE,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,1.2382
MATARA,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,1.2384
HAMBANTOTA,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,1.1787
JAFFNA,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,1.2224
KILINOCHCHI,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,0.9769
MANNAR,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,0.9099
MULLAITIVU,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,0.4869
VAVUNIYA,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,0.8391
TRINCOMALEE,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,1.2028
BATTICALOA,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,1.2077
AMPARA,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,1.2481
PUTTALAM,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,0.8825
KURUNEGALA,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,1.1277
ANURADHAPURA,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,1.0456
POLONNARUWA,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,1.001
BADULLA,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,1.235
MONARAGALA,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,0.9236
KEGALLE,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,1.2708
RATNAPURA,2021,TOWN & COUNTRY PLANNING .1 University of Moratuwa,1.1743
COLOMBO,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,1.2853
GAMPAHA,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,1.3201
KALUTARA,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,1.1468
MATALE,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,1.2876
KANDY,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,1.2527
NUWARA ELIYA,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,1.1927
GALLE,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,0.9889
MATARA,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,0.948
HAMBANTOTA,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,1.0384
JAFFNA,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,NQC
KILINOCHCHI,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,NQC
MANNAR,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,NQC
MULLAITIVU,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,NQC
VAVUNIYA,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,NQC
TRINCOMALEE,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,0.6819
BATTICALOA,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,NQC
AMPARA,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,0.9985
PUTTALAM,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,NQC
KURUNEGALA,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,1.0321
ANURADHAPURA,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,0.741
POLONNARUWA,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,NQC
BADULLA,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,0.3805
MONARAGALA,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,0.5013
KEGALLE,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,0.8666
RATNAPURA,2021,FASHION DESIGN & PRODUCT DEVELOPMENT  .1 University of Moratuwa,0.9653
COLOMBO,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,1.9945
GAMPAHA,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,1.7853
KALUTARA,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,1.7393
