District,stream,degree,year,students_sat,students_passed,z-score_cutoff
anuradhapura,arts,DRAMA & THEATRE   University of the Visual & Performing Arts,2020,4755,3372,0.757
polonnaruwa,arts,DRAMA & THEATRE   University of the Visual & Performing Arts,2020,1947,1359,1.1956
badulla,arts,DRAMA & THEATRE   University of the Visual & Performing Arts,2020,4572,3375,1.0794
monaragala,arts,DRAMA & THEATRE   University of the Visual & Performing Arts,2020,2548,1899,1.1729
kegalle,arts,DRAMA & THEATRE   University of the Visual & Performing Arts,2020,4176,3015,0.5042
ratnapura,arts,DRAMA & THEATRE   University of the Visual & Performing Arts,2020,5399,3792,1.0328
colombo,arts,ART & DESIGN   Ramanathan Academy of Fine Arts,2020,6766,4371,0.209
matale,arts,ART & DESIGN   Ramanathan Academy of Fine Arts,2020,2850,1976,0.4833
kandy,arts,ART & DESIGN   Ramanathan Academy of Fine Arts,2020,7221,4796,0.1795
nuwara eliya,arts,ART & DESIGN   Ramanathan Academy of Fine Arts,2020,3188,2282,-0.7703
matara,arts,ART & DESIGN   Ramanathan Academy of Fine Arts,2020,3999,2792,0.9653
jaffna,arts,ART & DESIGN   Ramanathan Academy of Fine Arts,2020,2886,2072,0.6307
kilinochchi,arts,ART & DESIGN   Ramanathan Academy of Fine Arts,2020,764,540,0.69
mullaitivu,arts,ART & DESIGN   Ramanathan Academy of Fine Arts,2020,683,499,0.611
vavuniya,arts,ART & DESIGN   Ramanathan Academy of Fine Arts,2020,860,576,0.4861
trincomalee,arts,ART & DESIGN   Ramanathan Academy of Fine Arts,2020,1952,1408,0.6276
batticaloa,arts,ART & DESIGN   Ramanathan Academy of Fine Arts,2020,2583,1729,0.7534
ampara,arts,ART & DESIGN   Ramanathan Academy of Fine Arts,2020,3148,2156,0.2998
puttalam,arts,ART & DESIGN   Ramanathan Academy of Fine Arts,2020,2997,2246,0.5665
kurunegala,arts,ART & DESIGN   Ramanathan Academy of Fine Arts,2020,9241,6812,0.3105
anuradhapura,arts,ART & DESIGN   Ramanathan Academy of Fine Arts,2020,4755,3372,0.4284
polonnaruwa,arts,ART & DESIGN   Ramanathan Academy of Fine Arts,2020,1947,1359,0.405
badulla,arts,ART & DESIGN   Ramanathan Academy of Fine Arts,2020,4572,3375,0.595
monaragala,arts,ART & DESIGN   Ramanathan Academy of Fine Arts,2020,2548,1899,0.7517
kegalle,arts,ART & DESIGN   Ramanathan Academy of Fine Arts,2020,4176,3015,0.8583
colombo,arts,MUSIC   Ramanathan Academy of Fine Arts,2020,6766,4371,0.5863
matale,arts,MUSIC   Ramanathan Academy of Fine Arts,2020,2850,1976,0.408
kandy,arts,MUSIC   Ramanathan Academy of Fine Arts,2020,7221,4796,-0.3288
nuwara eliya,arts,MUSIC   Ramanathan Academy of Fine Arts,2020,3188,2282,0.4993
galle,arts,MUSIC   Ramanathan Academy of Fine Arts,2020,4906,3394,0.7483
matara,arts,MUSIC   Ramanathan Academy of Fine Arts,2020,3999,2792,-0.0286
jaffna,arts,MUSIC   Ramanathan Academy of Fine Arts,2020,2886,2072,0.5904
kilinochchi,arts,MUSIC   Ramanathan Academy of Fine Arts,2020,764,540,0.4165
mannar,arts,MUSIC   Ramanathan Academy of Fine Arts,2020,611,452,-0.318
mullaitivu,arts,MUSIC   Ramanathan Academy of Fine Arts,2020,683,499,0.6622
vavuniya,arts,MUSIC   Ramanathan Academy of Fine Arts,2020,860,576,0.3057
trincomalee,arts,MUSIC   Ramanathan Academy of Fine Arts,2020,1952,1408,0.2486
batticaloa,arts,MUSIC   Ramanathan Academy of Fine Arts,2020,2583,1729,0.5007
ampara,arts,MUSIC   Ramanathan Academy of Fine Arts,2020,3148,2156,-0.2072
puttalam,arts,MUSIC   Ramanathan Academy of Fine Arts,2020,2997,2246,0.5522
badulla,arts,MUSIC   Ramanathan Academy of Fine Arts,2020,4572,3375,0.266
monaragala,arts,MUSIC   Ramanathan Academy of Fine Arts,2020,2548,1899,0.6726
ratnapura,arts,MUSIC   Ramanathan Academy of Fine Arts,2020,5399,3792,0.7233
colombo,arts,DANCE   Ramanathan Academy of Fine Arts,2020,6766,4371,-0.0567
gampaha,arts,DANCE   Ramanathan Academy of Fine Arts,2020,7391,5142,0.517
kalutara,arts,DANCE   Ramanathan Academy of Fine Arts,2020,4964,3332,-0.1819
matale,arts,DANCE   Ramanathan Academy of Fine Arts,2020,2850,1976,0.0548
kandy,arts,DANCE   Ramanathan Academy of Fine Arts,2020,7221,4796,-0.4943
nuwara eliya,arts,DANCE   Ramanathan Academy of Fine Arts,2020,3188,2282,-0.1298
jaffna,arts,DANCE   Ramanathan Academy of Fine Arts,2020,2886,2072,0.6908
kilinochchi,arts,DANCE   Ramanathan Academy of Fine Arts,2020,764,540,0.5463
mannar,arts,DANCE   Ramanathan Academy of Fine Arts,2020,611,452,0.5838
mullaitivu,arts,DANCE   Ramanathan Academy of Fine Arts,2020,683,499,0.7505
vavuniya,arts,DANCE   Ramanathan Academy of Fine Arts,2020,860,576,0.2594
trincomalee,arts,DANCE   Ramanathan Academy of Fine Arts,2020,1952,1408,0.6723
batticaloa,arts,DANCE   Ramanathan Academy of Fine Arts,2020,2583,1729,0.4796
ampara,arts,DANCE   Ramanathan Academy of Fine Arts,2020,3148,2156,-0.0064
badulla,arts,DANCE   Ramanathan Academy of Fine Arts,2020,4572,3375,0.3032
kegalle,arts,DANCE   Ramanathan Academy of Fine Arts,2020,4176,3015,0.6197
ratnapura,arts,DANCE   Ramanathan Academy of Fine Arts,2020,5399,3792,-0.5196
gampaha,arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,2020,7391,5142,0.3459
matale,arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,2020,2850,1976,0.6534
kandy,arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,2020,7221,4796,0.277
nuwara eliya,arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,2020,3188,2282,0.4633
matara,arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,2020,3999,2792,0.062
hambantota,arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,2020,3676,2371,0.4287
jaffna,arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,2020,2886,2072,0.3756
kilinochchi,arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,2020,764,540,-0.1016
mannar,arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,2020,611,452,1.0985
mullaitivu,arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,2020,683,499,0.5405
vavuniya,arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,2020,860,576,0.2251
trincomalee,arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,2020,1952,1408,0.6109
batticaloa,arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,2020,2583,1729,0.5965
ampara,arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,2020,3148,2156,0.585
puttalam,arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,2020,2997,2246,0.5488
kurunegala,arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,2020,9241,6812,-0.0362
anuradhapura,arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,2020,4755,3372,0.2966
polonnaruwa,arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,2020,1947,1359,0.5378
badulla,arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,2020,4572,3375,0.2679
kegalle,arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,2020,4176,3015,0.4074
ratnapura,arts,VISUAL & TECHNOLOGICAL ARTS   Swami Vipulananda Institute of Aesthetic Studies,2020,5399,3792,0.5493
kalutara,arts,MUSIC    Swami Vipulananda Institute of Aesthetic Studies,2020,4964,3332,0.1188
matale,arts,MUSIC    Swami Vipulananda Institute of Aesthetic Studies,2020,2850,1976,0.507
kandy,arts,MUSIC    Swami Vipulananda Institute of Aesthetic Studies,2020,7221,4796,-0.1514
nuwara eliya,arts,MUSIC    Swami Vipulananda Institute of Aesthetic Studies,2020,3188,2282,0.5047
matara,arts,MUSIC    Swami Vipulananda Institute of Aesthetic Studies,2020,3999,2792,0.1432
jaffna,arts,MUSIC    Swami Vipulananda Institute of Aesthetic Studies,2020,2886,2072,0.5033
kilinochchi,arts,MUSIC    Swami Vipulananda Institute of Aesthetic Studies,2020,764,540,0.6585
mannar,arts,MUSIC    Swami Vipulananda Institute of Aesthetic Studies,2020,611,452,0.2604
mullaitivu,arts,MUSIC    Swami Vipulananda Institute of Aesthetic Studies,2020,683,499,0.6317
vavuniya,arts,MUSIC    Swami Vipulananda Institute of Aesthetic Studies,2020,860,576,0.6089
trincomalee,arts,MUSIC    Swami Vipulananda Institute of Aesthetic Studies,2020,1952,1408,0.7929
batticaloa,arts,MUSIC    Swami Vipulananda Institute of Aesthetic Studies,2020,2583,1729,0.7817
ampara,arts,MUSIC    Swami Vipulananda Institute of Aesthetic Studies,2020,3148,2156,0.362
badulla,arts,MUSIC    Swami Vipulananda Institute of Aesthetic Studies,2020,4572,3375,0.2094
monaragala,arts,MUSIC    Swami Vipulananda Institute of Aesthetic Studies,2020,2548,1899,0.6572
kegalle,arts,MUSIC    Swami Vipulananda Institute of Aesthetic Studies,2020,4176,3015,0.325
colombo,arts,DANCE   Swami Vipulananda Institute of Aesthetic Studies,2020,6766,4371,-0.4984
kalutara,arts,DANCE   Swami Vipulananda Institute of Aesthetic Studies,2020,4964,3332,-0.1216
matale,arts,DANCE   Swami Vipulananda Institute of Aesthetic Studies,2020,2850,1976,-0.0544
kandy,arts,DANCE   Swami Vipulananda Institute of Aesthetic Studies,2020,7221,4796,-0.4269
nuwara eliya,arts,DANCE   Swami Vipulananda Institute of Aesthetic Studies,2020,3188,2282,-0.0097
jaffna,arts,DANCE   Swami Vipulananda Institute of Aesthetic Studies,2020,2886,2072,0.5752
kilinochchi,arts,DANCE   Swami Vipulananda Institute of Aesthetic Studies,2020,764,540,0.5739
mannar,arts,DANCE   Swami Vipulananda Institute of Aesthetic Studies,2020,611,452,0.4719
mullaitivu,arts,DANCE   Swami Vipulananda Institute of Aesthetic Studies,2020,683,499,0.6556
vavuniya,arts,DANCE   Swami Vipulananda Institute of Aesthetic Studies,2020,860,576,0.5672
trincomalee,arts,DANCE   Swami Vipulananda Institute of Aesthetic Studies,2020,1952,1408,0.3079
batticaloa,arts,DANCE   Swami Vipulananda Institute of Aesthetic Studies,2020,2583,1729,0.5435
ampara,arts,DANCE   Swami Vipulananda Institute of Aesthetic Studies,2020,3148,2156,0.2366
badulla,arts,DANCE   Swami Vipulananda Institute of Aesthetic Studies,2020,4572,3375,0.0213
kegalle,arts,DANCE   Swami Vipulananda Institute of Aesthetic Studies,2020,4176,3015,0.7798
ratnapura,arts,DANCE   Swami Vipulananda Institute of Aesthetic Studies,2020,5399,3792,0.0148
colombo,arts,DRAMA & THEATRE   Swami Vipulananda Institute of Aesthetic Studies,2020,6766,4371,-0.4687
matale,arts,DRAMA & THEATRE   Swami Vipulananda Institute of Aesthetic Studies,2020,2850,1976,0.5127
kandy,arts,DRAMA & THEATRE   Swami Vipulananda Institute of Aesthetic Studies,2020,7221,4796,0.0438
nuwara eliya,arts,DRAMA & THEATRE   Swami Vipulananda Institute of Aesthetic Studies,2020,3188,2282,0.2183
jaffna,arts,DRAMA & THEATRE   Swami Vipulananda Institute of Aesthetic Studies,2020,2886,2072,0.9772
kilinochchi,arts,DRAMA & THEATRE   Swami Vipulananda Institute of Aesthetic Studies,2020,764,540,0.9797
mannar,arts,DRAMA & THEATRE   Swami Vipulananda Institute of Aesthetic Studies,2020,611,452,0.8305
mullaitivu,arts,DRAMA & THEATRE   Swami Vipulananda Institute of Aesthetic Studies,2020,683,499,1.0023
vavuniya,arts,DRAMA & THEATRE   Swami Vipulananda Institute of Aesthetic Studies,2020,860,576,0.873
trincomalee,arts,DRAMA & THEATRE   Swami Vipulananda Institute of Aesthetic Studies,2020,1952,1408,0.9206
batticaloa,arts,DRAMA & THEATRE   Swami Vipulananda Institute of Aesthetic Studies,2020,2583,1729,1.009
ampara,arts,DRAMA & THEATRE   Swami Vipulananda Institute of Aesthetic Studies,2020,3148,2156,0.6218
puttalam,arts,DRAMA & THEATRE   Swami Vipulananda Institute of Aesthetic Studies,2020,2997,2246,0.5217
polonnaruwa,arts,DRAMA & THEATRE   Swami Vipulananda Institute of Aesthetic Studies,2020,1947,1359,0.5325
badulla,arts,DRAMA & THEATRE   Swami Vipulananda Institute of Aesthetic Studies,2020,4572,3375,0.2165
kegalle,arts,DRAMA & THEATRE   Swami Vipulananda Institute of Aesthetic Studies,2020,4176,3015,0.7021
ratnapura,arts,DRAMA & THEATRE   Swami Vipulananda Institute of Aesthetic Studies,2020,5399,3792,0.718
colombo,biological science,MEDICINE University of Colombo,2021,4439,2761,2.3291
gampaha,biological science,MEDICINE University of Colombo,2021,3241,1861,2.3707
kalutara,biological science,MEDICINE University of Colombo,2021,2318,1411,2.329
kandy,biological science,MEDICINE University of Colombo,2021,3383,1918,2.3559
nuwara eliya,biological science,MEDICINE University of Colombo,2021,1220,637,2.3427
galle,biological science,MEDICINE University of Colombo,2021,2519,1542,2.3357
matara,biological science,MEDICINE University of Colombo,2021,1911,1162,2.3413
hambantota,biological science,MEDICINE University of Colombo,2021,1707,955,2.3664
jaffna,biological science,MEDICINE University of Colombo,2021,1548,978,2.3523
kilinochchi,biological science,MEDICINE University of Colombo,2021,266,118,2.3312
mullaitivu,biological science,MEDICINE University of Colombo,2021,195,106,2.6035
vavuniya,biological science,MEDICINE University of Colombo,2021,347,183,2.343
trincomalee,biological science,MEDICINE University of Colombo,2021,760,459,2.3366
batticaloa,biological science,MEDICINE University of Colombo,2021,1129,673,2.3427
ampara,biological science,MEDICINE University of Colombo,2021,1780,1015,2.3439
puttalam,biological science,MEDICINE University of Colombo,2021,1166,703,2.3609
kurunegala,biological science,MEDICINE University of Colombo,2021,3659,1844,2.3717
anuradhapura,biological science,MEDICINE University of Colombo,2021,1704,833,2.3478
polonnaruwa,biological science,MEDICINE University of Colombo,2021,793,358,2.4901
badulla,biological science,MEDICINE University of Colombo,2021,1680,892,2.386
kegalle,biological science,MEDICINE University of Colombo,2021,2011,1093,2.3958
ratnapura,biological science,MEDICINE University of Colombo,2021,2226,1227,2.3374
colombo,biological science,MEDICINE University of Peradeniya,2021,4439,2761,2.1807
gampaha,biological science,MEDICINE University of Peradeniya,2021,3241,1861,2.1855
kalutara,biological science,MEDICINE University of Peradeniya,2021,2318,1411,2.2109
matale,biological science,MEDICINE University of Peradeniya,2021,949,523,2.2968
kandy,biological science,MEDICINE University of Peradeniya,2021,3383,1918,2.1825
nuwara eliya,biological science,MEDICINE University of Peradeniya,2021,1220,637,2.2089
galle,biological science,MEDICINE University of Peradeniya,2021,2519,1542,2.1812
matara,biological science,MEDICINE University of Peradeniya,2021,1911,1162,2.1867
hambantota,biological science,MEDICINE University of Peradeniya,2021,1707,955,2.1972
jaffna,biological science,MEDICINE University of Peradeniya,2021,1548,978,2.1868
vavuniya,biological science,MEDICINE University of Peradeniya,2021,347,183,2.2299
batticaloa,biological science,MEDICINE University of Peradeniya,2021,1129,673,2.1827
ampara,biological science,MEDICINE University of Peradeniya,2021,1780,1015,2.2954
puttalam,biological science,MEDICINE University of Peradeniya,2021,1166,703,2.1997
kurunegala,biological science,MEDICINE University of Peradeniya,2021,3659,1844,2.1811
anuradhapura,biological science,MEDICINE University of Peradeniya,2021,1704,833,2.185
polonnaruwa,biological science,MEDICINE University of Peradeniya,2021,793,358,2.228
badulla,biological science,MEDICINE University of Peradeniya,2021,1680,892,2.1834
monaragala,biological science,MEDICINE University of Peradeniya,2021,987,478,2.1977
kegalle,biological science,MEDICINE University of Peradeniya,2021,2011,1093,2.1815
ratnapura,biological science,MEDICINE University of Peradeniya,2021,2226,1227,2.1809
colombo,biological science,MEDICINE University of Sri Jayewardenepura,2021,4439,2761,2.1282
gampaha,biological science,MEDICINE University of Sri Jayewardenepura,2021,3241,1861,2.1374
kalutara,biological science,MEDICINE University of Sri Jayewardenepura,2021,2318,1411,2.1294
kandy,biological science,MEDICINE University of Sri Jayewardenepura,2021,3383,1918,2.1436
galle,biological science,MEDICINE University of Sri Jayewardenepura,2021,2519,1542,2.1291
matara,biological science,MEDICINE University of Sri Jayewardenepura,2021,1911,1162,2.1302
hambantota,biological science,MEDICINE University of Sri Jayewardenepura,2021,1707,955,2.1466
jaffna,biological science,MEDICINE University of Sri Jayewardenepura,2021,1548,978,2.1331
kilinochchi,biological science,MEDICINE University of Sri Jayewardenepura,2021,266,118,2.1628
vavuniya,biological science,MEDICINE University of Sri Jayewardenepura,2021,347,183,2.1625
trincomalee,biological science,MEDICINE University of Sri Jayewardenepura,2021,760,459,2.1399
batticaloa,biological science,MEDICINE University of Sri Jayewardenepura,2021,1129,673,2.1449
ampara,biological science,MEDICINE University of Sri Jayewardenepura,2021,1780,1015,2.13
puttalam,biological science,MEDICINE University of Sri Jayewardenepura,2021,1166,703,2.1282
kurunegala,biological science,MEDICINE University of Sri Jayewardenepura,2021,3659,1844,2.1311
anuradhapura,biological science,MEDICINE University of Sri Jayewardenepura,2021,1704,833,2.1362
polonnaruwa,biological science,MEDICINE University of Sri Jayewardenepura,2021,793,358,2.1644
badulla,biological science,MEDICINE University of Sri Jayewardenepura,2021,1680,892,2.1701
kegalle,biological science,MEDICINE University of Sri Jayewardenepura,2021,2011,1093,2.1421
ratnapura,biological science,MEDICINE University of Sri Jayewardenepura,2021,2226,1227,2.1463
colombo,biological science,MEDICINE University of Kelaniya,2021,4439,2761,2.0511
gampaha,biological science,MEDICINE University of Kelaniya,2021,3241,1861,2.0542
kalutara,biological science,MEDICINE University of Kelaniya,2021,2318,1411,2.0739
matale,biological science,MEDICINE University of Kelaniya,2021,949,523,2.0739
kandy,biological science,MEDICINE University of Kelaniya,2021,3383,1918,2.0513
galle,biological science,MEDICINE University of Kelaniya,2021,2519,1542,2.0745
matara,biological science,MEDICINE University of Kelaniya,2021,1911,1162,2.0513
hambantota,biological science,MEDICINE University of Kelaniya,2021,1707,955,2.0552
vavuniya,biological science,MEDICINE University of Kelaniya,2021,347,183,2.0804
trincomalee,biological science,MEDICINE University of Kelaniya,2021,760,459,2.0635
batticaloa,biological science,MEDICINE University of Kelaniya,2021,1129,673,2.0524
ampara,biological science,MEDICINE University of Kelaniya,2021,1780,1015,2.0562
puttalam,biological science,MEDICINE University of Kelaniya,2021,1166,703,2.0544
kurunegala,biological science,MEDICINE University of Kelaniya,2021,3659,1844,2.0518
anuradhapura,biological science,MEDICINE University of Kelaniya,2021,1704,833,2.1113
polonnaruwa,biological science,MEDICINE University of Kelaniya,2021,793,358,2.098
badulla,biological science,MEDICINE University of Kelaniya,2021,1680,892,2.0548
monaragala,biological science,MEDICINE University of Kelaniya,2021,987,478,2.0601
kegalle,biological science,MEDICINE University of Kelaniya,2021,2011,1093,2.0546
ratnapura,biological science,MEDICINE University of Kelaniya,2021,2226,1227,2.0527
colombo,biological science,MEDICINE University of Jaffna,2021,4439,2761,1.9284
gampaha,biological science,MEDICINE University of Jaffna,2021,3241,1861,1.7173
kalutara,biological science,MEDICINE University of Jaffna,2021,2318,1411,1.7933
matale,biological science,MEDICINE University of Jaffna,2021,949,523,1.7872
kandy,biological science,MEDICINE University of Jaffna,2021,3383,1918,1.8311
nuwara eliya,biological science,MEDICINE University of Jaffna,2021,1220,637,1.7018
galle,biological science,MEDICINE University of Jaffna,2021,2519,1542,2.0383
hambantota,biological science,MEDICINE University of Jaffna,2021,1707,955,1.8669
jaffna,biological science,MEDICINE University of Jaffna,2021,1548,978,1.87
kilinochchi,biological science,MEDICINE University of Jaffna,2021,266,118,1.7085
mannar,biological science,MEDICINE University of Jaffna,2021,220,126,1.7153
mullaitivu,biological science,MEDICINE University of Jaffna,2021,195,106,1.7161
vavuniya,biological science,MEDICINE University of Jaffna,2021,347,183,1.7178
trincomalee,biological science,MEDICINE University of Jaffna,2021,760,459,1.7032
batticaloa,biological science,MEDICINE University of Jaffna,2021,1129,673,1.8369
ampara,biological science,MEDICINE University of Jaffna,2021,1780,1015,1.7939
puttalam,biological science,MEDICINE University of Jaffna,2021,1166,703,1.7014
kurunegala,biological science,MEDICINE University of Jaffna,2021,3659,1844,1.8317
anuradhapura,biological science,MEDICINE University of Jaffna,2021,1704,833,1.7029
polonnaruwa,biological science,MEDICINE University of Jaffna,2021,793,358,1.779
badulla,biological science,MEDICINE University of Jaffna,2021,1680,892,1.7012
monaragala,biological science,MEDICINE University of Jaffna,2021,987,478,1.7648
kegalle,biological science,MEDICINE University of Jaffna,2021,2011,1093,1.7941
ratnapura,biological science,MEDICINE University of Jaffna,2021,2226,1227,1.7713
colombo,biological science,MEDICINE University of Ruhuna,2021,4439,2761,1.9632
gampaha,biological science,MEDICINE University of Ruhuna,2021,3241,1861,1.9682
kalutara,biological science,MEDICINE University of Ruhuna,2021,2318,1411,1.9664
matale,biological science,MEDICINE University of Ruhuna,2021,949,523,1.9687
kandy,biological science,MEDICINE University of Ruhuna,2021,3383,1918,1.99
nuwara eliya,biological science,MEDICINE University of Ruhuna,2021,1220,637,1.9859
galle,biological science,MEDICINE University of Ruhuna,2021,2519,1542,1.9683
matara,biological science,MEDICINE University of Ruhuna,2021,1911,1162,1.9661
hambantota,biological science,MEDICINE University of Ruhuna,2021,1707,955,1.9932
mannar,biological science,MEDICINE University of Ruhuna,2021,220,126,2.008
trincomalee,biological science,MEDICINE University of Ruhuna,2021,760,459,1.9769
batticaloa,biological science,MEDICINE University of Ruhuna,2021,1129,673,2.0273
ampara,biological science,MEDICINE University of Ruhuna,2021,1780,1015,1.9645
puttalam,biological science,MEDICINE University of Ruhuna,2021,1166,703,1.9934
kurunegala,biological science,MEDICINE University of Ruhuna,2021,3659,1844,1.9628
anuradhapura,biological science,MEDICINE University of Ruhuna,2021,1704,833,1.9675
polonnaruwa,biological science,MEDICINE University of Ruhuna,2021,793,358,1.9648
badulla,biological science,MEDICINE University of Ruhuna,2021,1680,892,1.9627
monaragala,biological science,MEDICINE University of Ruhuna,2021,987,478,1.9966
kegalle,biological science,MEDICINE University of Ruhuna,2021,2011,1093,1.9692
ratnapura,biological science,MEDICINE University of Ruhuna,2021,2226,1227,1.9663
colombo,biological science,MEDICINE University of Moratuwa,2021,4439,2761,1.922
gampaha,biological science,MEDICINE University of Moratuwa,2021,3241,1861,1.9214
kalutara,biological science,MEDICINE University of Moratuwa,2021,2318,1411,1.9138
kandy,biological science,MEDICINE University of Moratuwa,2021,3383,1918,1.9032
galle,biological science,MEDICINE University of Moratuwa,2021,2519,1542,1.8991
matara,biological science,MEDICINE University of Moratuwa,2021,1911,1162,1.9236
hambantota,biological science,MEDICINE University of Moratuwa,2021,1707,955,1.909
jaffna,biological science,MEDICINE University of Moratuwa,2021,1548,978,1.9043
vavuniya,biological science,MEDICINE University of Moratuwa,2021,347,183,2.0106
trincomalee,biological science,MEDICINE University of Moratuwa,2021,760,459,1.9682
batticaloa,biological science,MEDICINE University of Moratuwa,2021,1129,673,1.9193
ampara,biological science,MEDICINE University of Moratuwa,2021,1780,1015,2.0042
puttalam,biological science,MEDICINE University of Moratuwa,2021,1166,703,1.9593
kurunegala,biological science,MEDICINE University of Moratuwa,2021,3659,1844,1.9167
anuradhapura,biological science,MEDICINE University of Moratuwa,2021,1704,833,1.9516
badulla,biological science,MEDICINE University of Moratuwa,2021,1680,892,1.9425
kegalle,biological science,MEDICINE University of Moratuwa,2021,2011,1093,1.9024
ratnapura,biological science,MEDICINE University of Moratuwa,2021,2226,1227,1.9451
colombo,biological science,"MEDICINE Eastern University, Sri Lanka",2021,4439,2761,1.9192
nuwara eliya,biological science,"MEDICINE Eastern University, Sri Lanka",2021,1220,637,1.4755
hambantota,biological science,"MEDICINE Eastern University, Sri Lanka",2021,1707,955,1.8476
kilinochchi,biological science,"MEDICINE Eastern University, Sri Lanka",2021,266,118,1.4665
trincomalee,biological science,"MEDICINE Eastern University, Sri Lanka",2021,760,459,1.9139
batticaloa,biological science,"MEDICINE Eastern University, Sri Lanka",2021,1129,673,1.8755
ampara,biological science,"MEDICINE Eastern University, Sri Lanka",2021,1780,1015,1.8026
anuradhapura,biological science,"MEDICINE Eastern University, Sri Lanka",2021,1704,833,1.495
polonnaruwa,biological science,"MEDICINE Eastern University, Sri Lanka",2021,793,358,1.5706
badulla,biological science,"MEDICINE Eastern University, Sri Lanka",2021,1680,892,1.6782
monaragala,biological science,"MEDICINE Eastern University, Sri Lanka",2021,987,478,1.4059
colombo,biological science,MEDICINE Rajarata University of Sri Lanka,2021,4439,2761,1.933
gampaha,biological science,MEDICINE Rajarata University of Sri Lanka,2021,3241,1861,1.8387
kalutara,biological science,MEDICINE Rajarata University of Sri Lanka,2021,2318,1411,1.8743
matale,biological science,MEDICINE Rajarata University of Sri Lanka,2021,949,523,1.8363
kandy,biological science,MEDICINE Rajarata University of Sri Lanka,2021,3383,1918,1.8596
nuwara eliya,biological science,MEDICINE Rajarata University of Sri Lanka,2021,1220,637,1.846
galle,biological science,MEDICINE Rajarata University of Sri Lanka,2021,2519,1542,1.9164
matara,biological science,MEDICINE Rajarata University of Sri Lanka,2021,1911,1162,1.944
hambantota,biological science,MEDICINE Rajarata University of Sri Lanka,2021,1707,955,1.8934
trincomalee,biological science,MEDICINE Rajarata University of Sri Lanka,2021,760,459,1.8458
batticaloa,biological science,MEDICINE Rajarata University of Sri Lanka,2021,1129,673,1.8609
ampara,biological science,MEDICINE Rajarata University of Sri Lanka,2021,1780,1015,1.8444
puttalam,biological science,MEDICINE Rajarata University of Sri Lanka,2021,1166,703,1.8379
kurunegala,biological science,MEDICINE Rajarata University of Sri Lanka,2021,3659,1844,1.8368
anuradhapura,biological science,MEDICINE Rajarata University of Sri Lanka,2021,1704,833,1.8668
polonnaruwa,biological science,MEDICINE Rajarata University of Sri Lanka,2021,793,358,1.8391
badulla,biological science,MEDICINE Rajarata University of Sri Lanka,2021,1680,892,1.8362
monaragala,biological science,MEDICINE Rajarata University of Sri Lanka,2021,987,478,1.872
kegalle,biological science,MEDICINE Rajarata University of Sri Lanka,2021,2011,1093,1.8414
ratnapura,biological science,MEDICINE Rajarata University of Sri Lanka,2021,2226,1227,1.8622
colombo,biological science,MEDICINE Sabaragamuwa University of Sri Lanka,2021,4439,2761,1.9256
gampaha,biological science,MEDICINE Sabaragamuwa University of Sri Lanka,2021,3241,1861,1.6995
kalutara,biological science,MEDICINE Sabaragamuwa University of Sri Lanka,2021,2318,1411,1.7943
kandy,biological science,MEDICINE Sabaragamuwa University of Sri Lanka,2021,3383,1918,1.8493
galle,biological science,MEDICINE Sabaragamuwa University of Sri Lanka,2021,2519,1542,1.8923
matara,biological science,MEDICINE Sabaragamuwa University of Sri Lanka,2021,1911,1162,1.9279
hambantota,biological science,MEDICINE Sabaragamuwa University of Sri Lanka,2021,1707,955,1.853
ampara,biological science,MEDICINE Sabaragamuwa University of Sri Lanka,2021,1780,1015,1.8129
